video_id,action,start,end,high_level_step_id,high_level_step_label,assignment_method,recipe_id
P05-20240426-085333,take(plate),214.22,215.67,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,take(plate),215.39,216.58,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,take(board:chopping),216.62,218.89,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,shake(water),218.99,220.46,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,open(drawer),220.04,222.05,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,put(board:chopping),221.99,223.85,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,close(drawer),223.9,225.37,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,dry(hand),225.38,229.9,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,take(knife),230.0,230.96,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,take(knife),231.06,232.76,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,open(drawer),235.03,238.23,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,put(knife),239.51,243.29,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,close(drawer),243.45,244.75,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,close(cupboard),248.67,250.95,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,open(drawer),251.0,252.01,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,take(spoon),252.37,253.87,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-085333,close(drawer),254.12,255.02,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,open(microwave),255.33,255.9,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,move(spoon),256.05,256.59,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,open(cupboard),256.68,257.55,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,mix(oatmeal),257.86,260.14,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,shake(oatmeal),259.76,261.99,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,close(cupboard),261.98,262.63,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,eat(spoon),262.59,263.55,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,add(alarm),263.52,264.91,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(plate),264.96,267.24,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(plate),266.89,269.01,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(glass),268.95,270.17,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,drink(water),270.21,276.8,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(glass),276.67,279.09000000000003,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(banana),281.1,283.36,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,break(banana),287.24,288.86,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(banana),288.92,290.5,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,move(leaf),290.5,291.26,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,move(spoon),292.37,294.4,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,open(cupboard),295.24,297.22,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(knife),297.32,299.11,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,close(drawer),299.21,300.33,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,move(knife),299.88,300.59,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(banana),301.1,302.58,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,cut(rest),302.6,305.77,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,peel(skin),304.98,307.31,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,cut(rest),307.04,310.83,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,peel(skin),309.95,313.39,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(banana),313.33,314.09,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(skin),314.19,315.25,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,move(skin),315.35,315.79,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(knife),315.89,316.27,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,open(lid),319.84,320.23,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,throw(skin),320.54,320.82,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,close(lid),320.92,321.39,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(spoon),325.0,326.34,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,open(microwave),326.44,327.35,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,mix(oatmeal),327.38,329.9,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,shake(oatmeal),330.0,332.17,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,close(cupboard),332.27,333.21,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,add(alarm),333.28,334.59000000000003,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,eat(spoon),334.69,335.79,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(spoon),335.84000000000003,337.88,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(banana),337.87,338.18,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,cut(banana),338.28,340.25,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(knife),351.32,354.53,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,turn-on(tap),355.09000000000003,356.25,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,wash(hand),356.35,357.38,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,turn-off(tap),357.48,358.43,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,shake(hand),358.53,359.42,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,dry(hand),359.46,361.4,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(knife),371.38,372.28,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,open(cupboard),372.38,375.44,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,pull(drawer),375.42,376.52,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(knife),376.62,377.51,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,close(drawer),376.8,377.49,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,close(cupboard),377.59,378.93,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,add(alarm),380.97,381.85,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(spoon),408.83,410.02,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,move(spoon),410.12,410.61,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,open(cupboard),411.18,411.95,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(oatmeal),413.86,415.67,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(oatmeal),415.77,416.47,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,mix(oatmeal),416.77,423.94,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,shake(oatmeal),424.0,424.95,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,take(bowl),424.63,426.09,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(bowl),426.19,428.53,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,shake(oatmeal),428.63,429.72,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,eat(spoon),429.72,430.84,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-085333,put(spoon),430.74,431.96,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-091011,close(cupboard),2.95,3.91,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-091011,take(spoon),6.05,6.85,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-091011,mix(oatmeal),6.95,15.46,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,shake(oatmeal),15.56,16.72,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,eat(oatmeal),16.82,17.79,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,put(spoon),17.89,18.41,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,take(bowl),18.48,19.41,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,put(oatmeal),20.53,21.7,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,close(cupboard),21.8,22.2,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,remove(alarm),22.3,24.21,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,turn-on(microwave),22.52,24.66,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,add(alarm),24.76,28.16,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,take(package),40.28,42.6,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,put(package),42.6,44.25,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,take(package),44.35,46.3,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,put(package),46.26,48.44,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,take(package),48.53,51.89,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,flip(package),51.99,53.54,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,put(package),53.64,56.86,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,take(spoon),73.49,91.57,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,open(cupboard),95.64,98.09,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,take(bowl),97.6,100.36,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,put(bowl),100.44,102.52,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,mix(oatmeal),102.54,106.72,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-091011,shake(oatmeal),106.74,109.06,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-091011,eat(spoon),109.09,110.59,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-091011,put(spoon),110.55,111.69,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-092000,close(cupboard),2.08,3.15,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-092000,take(spoon),4.32,5.68,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-092000,mix(oatmeal),5.78,9.4,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-092000,take(bowl),9.33,9.79,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-092000,put(bowl),9.87,10.55,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240426-092000,turn-on(scale),10.65,11.88,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240426-092000,lift(plate),11.98,12.47,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(spoon),12.57,14.75,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,eat(spoon),14.85,16.37,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,turn-on(scale),16.47,17.83,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,scrape(banana),20.41,24.71,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(spoon),24.47,26.86,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(package),26.66,28.75,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,pour(raisin),28.65,31.13,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,shake(bag),30.8,32.96,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,fold(bag),32.43,34.9,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(bag),34.69,35.98,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(package),36.06,36.96,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,remove(rubber),36.96,39.72,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,open(package),39.77,42.85,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,cut(hand),44.47,46.51,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,pour(raisin),46.61,51.92,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,wrap(rubber),52.02,59.58,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(rest),59.68,64.31,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(raisin),64.41,65.44,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(nut),65.54,66.98,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,press(scale),67.08,68.78,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,pour(corn),68.88,72.74,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,squeeze(package),72.49,79.3,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,pull(food),78.3,79.55,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,shake(corn),79.84,80.92,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(nut),81.02,82.58,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,turn-off(scale),83.41,85.41,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(spoon),85.51,86.78999999999999,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(bowl),86.85,87.73,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(scale),87.83,88.95,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,open(drawer),90.38,91.5,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,put(scale),91.6,91.94,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,close(drawer),91.95,92.64,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,close(cupboard),94.81,96.19,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-092000,take(plate),96.4,97.83,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
